用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
流小柳,保密,回复 @菌饼毒 :它全日制在哪上可比她在牛津学数学要有含金量的多。[抠鼻]一看对学术这点事没半点了解,哈哈你是不知道,二级评论,5,4,2024-11-03 16:12:11
荒野DA笛客,保密,真喜欢数学应该去普林斯顿找[OK],哈哈你是不知道,二级评论,6,4,2024-11-03 16:28:18
叶流熏,保密,回复 @一颗松子丫 :但是我比较好奇的是她说的那些第一官网有发 有没有人锤🤔如果在牛津数学系确实是成绩第一的话应该也挺厉害的吧,哈哈你是不知道,二级评论,5,2,2024-11-03 16:41:22
天光碎梦众行远,女,牛津的？砸钱注水去上的吧,哈哈你是不知道,二级评论,5,3,2024-11-03 16:41:44
天光碎梦众行远,女,回复 @菌饼毒 :能说出那种话，很可能是砸钱水的学历,哈哈你是不知道,二级评论,5,5,2024-11-03 16:42:36
韩侥幸,男,@牛津kate朱朱 溜,哈哈你是不知道,二级评论,6,1,2024-11-03 17:08:10
一颗松子丫,女,回复 @叶流熏 :可以去某音搜一搜，我前些日子看到好几个牛津数学第一呢,哈哈你是不知道,二级评论,5,13,2024-11-03 17:38:49
还是那个小林吗,男,@牛津kate朱朱,哈哈你是不知道,二级评论,6,0,2024-11-03 17:42:39
adthreeWldqbh,保密,这个牛津的真厉害还是马内上的啊？这点判断能力都没有,哈哈你是不知道,二级评论,5,0,2024-11-03 17:46:07
咸鸭蛋乀,保密,@牛津kate朱朱,哈哈你是不知道,二级评论,6,0,2024-11-03 17:50:29
汐蒬,保密,"回复 @adthreeWldqbh :都有可能，真实力上的那可以肯定就是想赚这波流量，它这个学历水平质疑的太多了它要是也质疑赚不到关注和流量，支持的话以它这个学历那就很有话题流量了。马内上的话有三种可能，一是看到类似自己的心虚了，二是一样想赚流量，三就单纯是个逆天哈吉美看见是女的就无脑支持。
不过结合它“不好的评论我会删”精选视频评论和出事了极快的删视频来看，不管学历真不真都是个纯粹的恶心玩意儿",哈哈你是不知道,二级评论,5,3,2024-11-03 18:05:49
工藤沙耶加,保密,她之前发的视频还有链接吗,哈哈你是不知道,二级评论,6,0,2024-11-03 18:06:01
滞销的货物,男,回复 @吉吉国非国民道理 :你别说能力还挺大，我评论被移除了,哈哈你是不知道,二级评论,6,0,2024-11-03 18:14:11
逍遥公子gvv588,保密,回复 @菌饼毒 :有钱狗都能上牛津,哈哈你是不知道,二级评论,3,4,2024-11-03 18:16:32
old-stone,男,回复 @御坂美琴52320 :我想给她们送回旋镖都给不上了,哈哈你是不知道,二级评论,5,0,2024-11-03 18:17:01
如果天气晴朗,保密,回复 @御坂みさか美琴みこと :没法评论了已经来晚了[大哭],哈哈你是不知道,二级评论,5,0,2024-11-03 19:12:52
仲夏集玉玉小菲,女,"@牛津kate朱朱 
“硕士第一”搞笑呢🤣，硕博搞科研发论文，上课只是凑个学分，和绩点评个奖学金，哪来的硕士第一",哈哈你是不知道,二级评论,5,20,2024-11-03 19:12:53
乱世佳人斯巴达,保密,触发哈吉美被动精选评论了,哈哈你是不知道,二级评论,6,3,2024-11-03 19:15:57
No-Zo-Mi,保密,回复 @御坂みさか美琴みこと :味太冲了，这cbz,哈哈你是不知道,二级评论,6,0,2024-11-03 22:19:53
一曲红楼下乡愁,男,@牛津kate朱朱 继续啊,哈哈你是不知道,二级评论,4,0,2024-11-03 23:12:23
Menthe,保密,那个人是支持了姜萍吗,哈哈你是不知道,二级评论,6,0,2024-11-03 23:22:58
野原虎皮猫,男,回复 @valar094 :她就是骗子数学水平不高,哈哈你是不知道,二级评论,5,3,2024-11-04 00:38:40
valar094,保密,回复 @野原虎皮猫 :我点进去那个人的主页，看到简介硕士第一我释怀的笑了，是我把她想聪明了[笑哭][笑哭],哈哈你是不知道,二级评论,5,9,2024-11-04 02:22:14
妹妹酱--,女,回复 @妹妹酱-- :1,哈哈你是不知道,二级评论,6,0,2024-11-04 02:51:01
妹妹酱--,女,@牛津kate朱朱 溜条🐶,哈哈你是不知道,二级评论,6,0,2024-11-04 02:51:08
真的是很难过的说,保密,回复 @背上是强大的祖国 :细说一下她有多水,哈哈你是不知道,二级评论,5,0,2024-11-04 07:57:32
背上是强大的祖国,保密,回复 @真的是很难过的说 :她说：log 9(3)是无理数[doge_金箍],哈哈你是不知道,二级评论,5,1,2024-11-04 08:28:38
bili_19125325798,保密,说好了要道歉，诚恳道歉就是了，关评论掉大分……,哈哈你是不知道,二级评论,3,1,2024-11-04 10:53:49
さよなら-1411,保密,@牛津kate朱朱 叫你呢也够[给心心],哈哈你是不知道,二级评论,4,1,2024-11-04 11:06:22
hePooh,保密,那个姐的视频一股小红书的味道,哈哈你是不知道,二级评论,4,3,2024-11-04 11:58:50
吼姆辣Chan,保密,回复 @滞销的货物 :学历是真的,哈哈你是不知道,二级评论,4,0,2024-11-04 12:26:42
_帮我带饭,保密,回复 @菌饼毒 :公派留学和自费是两个概念,哈哈你是不知道,二级评论,3,0,2024-11-04 12:36:33
TEN-mashiro,保密,回复 @huluobo2 :你是真饿了[笑哭],哈哈你是不知道,二级评论,5,1,2024-11-04 12:44:29
huluobo2,男,回复 @TEN-mashiro :对于有jio的女孩子没有抵抗力,哈哈你是不知道,二级评论,6,0,2024-11-04 12:51:22
飞不动的寒鸦,男,传送门：BV1NFYFeSEmc，不用谢[OK],哈哈你是不知道,二级评论,6,0,2024-11-04 18:50:03
普通自信购物平台,男,@牛津kate朱朱,哈哈你是不知道,二级评论,6,0,2024-11-04 18:58:25
35943388288_bili,保密,@牛津kate朱朱 回应下，小猪猪[藏狐],哈哈你是不知道,二级评论,4,0,2024-11-04 20:28:51
仲夏集玉玉小菲,女,回复 @huluobo2 :猪脚饭吃多了？,哈哈你是不知道,二级评论,5,0,2024-11-04 20:29:58
铃子说一说,女,@牛津kate朱朱 笑点解析：评论精选,哈哈你是不知道,二级评论,4,0,2024-11-05 08:37:48
著名穷人,保密,log9[嗑瓜子],哈哈你是不知道,二级评论,6,0,2024-11-05 09:24:06
平陆运河漕运总督,保密,笑点解析:评论精选、关闭弹幕功能、评论无按时间排序按钮[滑稽]，太有牛津了太有数学了太有博士了太对了姐们@牛津kate朱朱,哈哈你是不知道,二级评论,6,0,2024-11-05 10:05:42
平陆运河漕运总督,保密,回复 @铃子说一说 :笑点解析:评论精选、关闭弹幕功能、评论无按时间排序按钮[滑稽]，太有牛津了太有数学了太有博士了太对了姐们@牛津kate朱朱,哈哈你是不知道,二级评论,6,2,2024-11-05 10:05:51
huluobo2,男,回复 @仲夏集玉玉小菲 :女孩子的脚啊，本来就是美妙的,哈哈你是不知道,二级评论,6,0,2024-11-05 14:37:57
仲夏集玉玉小菲,女,回复 @huluobo2 :[韶颜剪水_压力][韶颜剪水_压力][韶颜剪水_压力][韶颜剪水_压力],哈哈你是不知道,二级评论,5,1,2024-11-05 17:29:44
-有只马在啃萝卜-,女,回复 @一颗松子丫 :哈哈哈哈哈哈哈笑死了,哈哈你是不知道,二级评论,6,0,2024-11-07 22:33:04
山东人人人,保密,回复 @御坂美琴52320 :清华how哥不是更虚伪吗？调查出来前一直支持姜萍吃流量，结果出来马上改口说自己早觉得。,哈哈你是不知道,二级评论,2,0,2024-11-12 04:56:13
山东人人人,保密,回复 @背上是强大的祖国 :我认识你们哈工大一个女生，说作业全是学长帮做的，毕业前就谈了七八次恋爱，现在在滴滴当技术专家,哈哈你是不知道,二级评论,2,0,2024-11-12 05:00:36
山东人人人,保密,【女孩家长要从姜萍后续看到的教育真相-哔哩哔哩】 https://b23.tv/HBYJP4u,哈哈你是不知道,二级评论,2,0,2024-11-12 05:06:41
朝凪花不语,保密,&#34;我除了吃饭睡觉都在做题👍，平时做的那些作业，我扫一眼👀，我觉得没有什么做的价值🤓👆，我更偏向于做  高  等  数  学  之类的，它会给我带来  探  索  的欲望，我喜欢一步一步证明，得到我想证明的东西👉，无论未来会怎么样，数学这个兴趣爱好一直会持续下去🤓☝️&#34;,,一级评论,5,4454,2024-11-03 14:51:42
霖哥不要,保密,笑成大分了,朝凪花不语,二级评论,5,126,2024-11-03 14:53:19
传奇机械师德尔马丁,保密,哦哦，天赋与勤奋共同书写的励志故事的结局,朝凪花不语,二级评论,6,68,2024-11-03 14:55:49
发困猫猫,男,回复 @传奇机械师德尔马丁 :两个都没有了是吧,朝凪花不语,二级评论,5,9,2024-11-03 15:00:52
鸡歪JWoods,男,回复 @传奇机械师德尔马丁 :不是坚持与努力？,朝凪花不语,二级评论,6,3,2024-11-03 15:08:43
传奇机械师德尔马丁,保密,回复 @鸡歪JWoods :不是，这是新华日报的原话,朝凪花不语,二级评论,6,22,2024-11-03 15:13:06
香香软软小泡泡,保密,没有做的代价[doge],朝凪花不语,二级评论,5,19,2024-11-03 15:15:40
忧郁的黑咖啡,男,不是代价？不是代价？[哦呼],朝凪花不语,二级评论,6,11,2024-11-03 15:27:32
Zinkoff,男,谢惠民的数学方便面,朝凪花不语,二级评论,5,14,2024-11-03 15:28:00
NG-Q,保密,考数学别人在交卷，姜萍都快写完解字了[脱单doge],朝凪花不语,二级评论,5,31,2024-11-03 15:39:25
里奥-喲吸,男,这个姜萍很有心机，然而媒体为了不打自己当初造神时候的脸面，现在说“对未成年人宽容”，17岁的未成年难道还是小孩子吗？,朝凪花不语,二级评论,6,45,2024-11-03 15:45:53
神鬼泣_鬼畜,保密,错错错，没有做的代价,朝凪花不语,二级评论,5,6,2024-11-03 15:47:52
鈷蓝星,男,谢惠民的……数学方面,朝凪花不语,二级评论,6,4,2024-11-03 15:48:30
王兰花秀表情包,保密,回复 @霖哥不要 :没事儿，无论未来怎样，数学这个爱好她会一直持续下去[笑哭],朝凪花不语,二级评论,4,11,2024-11-03 15:56:25
wood_fish,女,回复 @鸡歪JWoods :抓,朝凪花不语,二级评论,5,0,2024-11-03 15:58:50
73624622046,保密,什么抽象数学圣经,朝凪花不语,二级评论,4,2,2024-11-03 16:05:10
萧萧～飒飒,男,plan b,朝凪花不语,二级评论,6,5,2024-11-03 16:11:45
鸡歪JWoods,男,回复 @传奇机械师德尔马丁 :坚持与努力是开挂的梗,朝凪花不语,二级评论,6,0,2024-11-03 16:12:18
至极区代,保密,回复 @传奇机械师德尔马丁 :绷不住了,朝凪花不语,二级评论,4,0,2024-11-03 16:45:12
已经考上啦_,保密,数学这个东西如果开窍也不可能怎么快 除非天才或者有家教之类的 反正不予置评吧！[呆],朝凪花不语,二级评论,3,2,2024-11-03 16:57:53
段玉良朋,保密,别问，问就是天赋与努力[嗑瓜子]是勤奋与汗水,朝凪花不语,二级评论,5,0,2024-11-03 17:16:09
我与红领巾齐齐上岸,保密,加油少年，未来可期,朝凪花不语,二级评论,5,0,2024-11-03 17:53:58
哎呀呀你干嘛呀,保密,建议在一些字词之间加一些空格，这样读起来就更像看视频了[吃瓜],朝凪花不语,二级评论,3,0,2024-11-03 18:01:51
妖気太重,保密,是代价不是价值,朝凪花不语,二级评论,6,0,2024-11-03 18:02:20
无人维护的苍空之盾,男,回复 @我独自升级的 :但是评论区的哥们不会在这种事情上弄虚作假,朝凪花不语,二级评论,6,4,2024-11-03 18:12:20
醒而何三,保密,戳啦，数学只是planb，服装设计才是plana,朝凪花不语,二级评论,5,2,2024-11-03 18:16:44
玛朵莫赛尔,保密,这个原版视频在哪儿看,朝凪花不语,二级评论,6,2,2024-11-03 18:17:46
黑寡妇马蓉,保密,数学天才说不出这话来，参考韦神,朝凪花不语,二级评论,5,0,2024-11-03 18:28:55
无心级风华,保密,确实没有做的价值，因为根本不会做[吃瓜],朝凪花不语,二级评论,5,2,2024-11-03 18:48:30
六颗恒星,保密,回复 @甜妍密遇 :两个都没的奖吗,朝凪花不语,二级评论,3,0,2024-11-03 19:04:26
六颗恒星,保密,没得,朝凪花不语,二级评论,3,0,2024-11-03 19:04:32
PM_钱包,保密,高数刚好及格的大学生逃过一劫[脱单doge]，自信值+1,朝凪花不语,二级评论,4,0,2024-11-03 19:05:21
这里有只咕咕鸡,男,回复 @韩有山 :中专生能在央视采访面前有这个演技已经很了不起了，评论区百分之90都做不到,朝凪花不语,二级评论,5,5,2024-11-03 19:24:52
愚人爱思考6,保密,主就是神，你们黑子别抹黑主,朝凪花不语,二级评论,3,0,2024-11-03 19:26:00
月牙天衡,男,回复 @里奥-喲吸 :是的，都17岁了，换成农村很多上不了高中的都去打工了，而且她采访扯谎的那个厚脸皮，说实话我20多毕业工作了几年，我面对这种我都得哆嗦，她竟然能当着全国撒谎。,朝凪花不语,二级评论,5,6,2024-11-03 20:13:07
Fenrisulfr07,保密,不是做的代价？不是做的代价？不是做的代价？,朝凪花不语,二级评论,6,0,2024-11-03 20:35:26
恩嗯恩恩嗯嗯恩,保密,集美装杯起来，集帅们都自愧不如,朝凪花不语,二级评论,6,1,2024-11-03 20:36:46
Ganymedeえ,女,其实采访的时候很多她都说错了一直在修正[笑哭],朝凪花不语,二级评论,6,1,2024-11-03 21:50:07
眼之视觉,男,高斯见了都自愧不如[doge],朝凪花不语,二级评论,5,0,2024-11-03 22:01:40
约辣辣,女,作弊 两个字 在 他们嘴里就这么 烫嘴,朝凪花不语,二级评论,5,0,2024-11-03 22:26:59
兮辞护你周全,保密,骗骗兄弟们就行了，别把自己也骗了[doge],朝凪花不语,二级评论,5,0,2024-11-03 23:46:35
不善言辞李狗蛋,保密,https://b23.tv/BV1LW421R7R7,朝凪花不语,二级评论,5,0,2024-11-04 00:18:29
Vault8X,保密,"回复 @里奥-喲吸 :我觉得是无知无畏，你叫我真的不敢吹这个牛。
有的学科恶补一下，有可能糊弄过去。数学怎么可能？不会就是不会。",朝凪花不语,二级评论,4,1,2024-11-04 01:04:14
_听风细语_,保密,planB呢[生气_金箍],朝凪花不语,二级评论,5,0,2024-11-04 01:23:22
Ttokamakc,男,@在荒岛的诗人,朝凪花不语,二级评论,5,0,2024-11-04 09:06:12
暗戳戳和偷摸摸,保密,笑嘻了,朝凪花不语,二级评论,5,0,2024-11-04 10:56:28
鹿鳴,保密,回复 @暗戳戳和偷摸摸 :[笑哭]作弊被证实了，这对她是好事。,朝凪花不语,二级评论,4,0,2024-11-04 11:56:28
MOO电竞,男,那别人也可能有导师教的啊，这就是比赛的一个漏洞，好像是线上再规定时间把题目答了就行的,朝凪花不语,二级评论,6,0,2024-11-04 16:56:56
hnhhm2009,男,「私は食事と睡眠以外はずっと問題を解いています。普段の課題は、さっと目を通すだけで、あまりやる価値を感じないんです。むしろ高等数学のようなものに取り組むことに興味があります。高等数学には探求したいという気持ちが湧いてくるんです。私は一歩ずつ証明を進めて、自分が証明したいことにたどり着くのが好きです。将来がどうなるかはわかりませんが、数学へのこの興味はずっと続くと思います。」,朝凪花不语,二级评论,6,4,2024-11-04 17:35:37
ltt蓝团团,保密,还是不够努力啊，姜萍同学，我连睡觉都在做题[辣眼睛][星星眼][微笑][doge][吃瓜],朝凪花不语,二级评论,6,0,2024-11-04 20:18:36
李哥再拿一冠吧,男,真正难的数学不是高等数学，,朝凪花不语,二级评论,5,0,2024-11-05 01:07:36
著名穷人,保密,回复 @NG-Q :写完主字,朝凪花不语,二级评论,6,0,2024-11-05 09:18:25
椿呐啊呀哈,保密,不是数学方便面？,朝凪花不语,二级评论,6,0,2024-11-05 12:13:00
柠檬酸钠丶丶,男,笑死,朝凪花不语,二级评论,6,0,2024-11-05 12:47:20
silver兔子,保密,回复 @走不动的彼得潘了 :打拳的女人智力发育都迟缓，别说十七岁，就是七十岁也大概率是个高龄未成年人[吃瓜],朝凪花不语,二级评论,5,1,2024-11-05 15:03:07
bili_55360832151,保密,回复 @我独自升级的 :顶级数学竞赛？？初赛你想你也可以报名参加,朝凪花不语,二级评论,5,0,2024-11-06 09:24:27
满满的陈酿,男,是代驾,朝凪花不语,二级评论,6,0,2024-11-06 15:12:59
bili_67434461344,保密,央视也同步上了[嗑瓜子],朝凪花不语,二级评论,5,0,2024-11-07 15:46:02
